,period,stateDescription,sectorName,price,price-units
1708,2023-06,New Mexico,industrial,5.73,cents per kilowatt-hour
1710,2023-06,New Mexico,residential,13.58,cents per kilowatt-hour
1711,2023-06,New Mexico,transportation,0.0,cents per kilowatt-hour
1714,2023-06,New York,industrial,6.62,cents per kilowatt-hour
1716,2023-06,New York,residential,21.63,cents per kilowatt-hour
1717,2023-06,New York,transportation,15.71,cents per kilowatt-hour
1720,2023-06,North Carolina,industrial,6.69,cents per kilowatt-hour
1722,2023-06,North Carolina,residential,12.57,cents per kilowatt-hour
1723,2023-06,North Carolina,transportation,9.07,cents per kilowatt-hour
1726,2023-06,North Dakota,industrial,7.57,cents per kilowatt-hour
1728,2023-06,North Dakota,residential,12.35,cents per kilowatt-hour
1729,2023-06,North Dakota,transportation,0.0,cents per kilowatt-hour
1732,2023-06,Ohio,industrial,7.08,cents per kilowatt-hour
1734,2023-06,Ohio,residential,16.29,cents per kilowatt-hour
1735,2023-06,Ohio,transportation,5.86,cents per kilowatt-hour
1739,2023-03,Alabama,industrial,6.66,cents per kilowatt-hour
1741,2023-03,Alabama,residential,14.67,cents per kilowatt-hour
1742,2023-03,Alabama,transportation,0.0,cents per kilowatt-hour
1745,2023-03,Alaska,industrial,19.06,cents per kilowatt-hour
1746,2023-04,Idaho,transportation,0.0,cents per kilowatt-hour
1749,2023-04,Illinois,industrial,8.11,cents per kilowatt-hour
1751,2023-04,Illinois,residential,17.82,cents per kilowatt-hour
1752,2023-04,Illinois,transportation,5.98,cents per kilowatt-hour
1755,2023-04,Indiana,industrial,8.36,cents per kilowatt-hour
1757,2023-04,Indiana,residential,15.08,cents per kilowatt-hour
1758,2023-04,Indiana,transportation,13.63,cents per kilowatt-hour
1761,2023-04,Iowa,industrial,5.86,cents per kilowatt-hour
1763,2023-04,Iowa,residential,12.62,cents per kilowatt-hour
1764,2023-04,Iowa,transportation,0.0,cents per kilowatt-hour
1767,2023-04,Kansas,industrial,7.5,cents per kilowatt-hour
1769,2023-04,Kansas,residential,13.59,cents per kilowatt-hour
1770,2023-04,Kansas,transportation,0.0,cents per kilowatt-hour
1774,2023-10,Colorado,industrial,8.35,cents per kilowatt-hour
1776,2023-10,Colorado,residential,14.5,cents per kilowatt-hour
1777,2023-10,Colorado,transportation,13.64,cents per kilowatt-hour
1780,2023-10,Connecticut,industrial,15.95,cents per kilowatt-hour
1782,2023-10,Connecticut,residential,29.01,cents per kilowatt-hour
1783,2023-10,Connecticut,transportation,16.09,cents per kilowatt-hour
1786,2023-10,Delaware,industrial,7.52,cents per kilowatt-hour
1788,2023-10,Delaware,residential,17.43,cents per kilowatt-hour
1789,2023-10,Delaware,transportation,0.0,cents per kilowatt-hour
1792,2023-10,District of Columbia,industrial,11.54,cents per kilowatt-hour
1793,2023-11,Kentucky,residential,13.29,cents per kilowatt-hour
1794,2023-11,Kentucky,transportation,0.0,cents per kilowatt-hour
1797,2023-11,Louisiana,industrial,5.73,cents per kilowatt-hour
1799,2023-11,Louisiana,residential,11.45,cents per kilowatt-hour
1800,2023-11,Louisiana,transportation,11.23,cents per kilowatt-hour
1803,2023-11,Maine,industrial,12.96,cents per kilowatt-hour
1805,2023-11,Maine,residential,28.46,cents per kilowatt-hour
1806,2023-11,Maine,transportation,0.0,cents per kilowatt-hour
1808,2023-05,North Carolina,residential,12.9,cents per kilowatt-hour
1809,2023-05,North Carolina,transportation,8.16,cents per kilowatt-hour
1812,2023-05,North Dakota,industrial,7.31,cents per kilowatt-hour
1814,2023-05,North Dakota,residential,11.75,cents per kilowatt-hour
1815,2023-05,North Dakota,transportation,0.0,cents per kilowatt-hour
1818,2023-05,Ohio,industrial,6.94,cents per kilowatt-hour
1820,2023-05,Ohio,residential,15.63,cents per kilowatt-hour
1821,2023-05,Ohio,transportation,5.86,cents per kilowatt-hour
1824,2023-05,Oklahoma,industrial,5.77,cents per kilowatt-hour
1826,2023-05,Oklahoma,residential,11.63,cents per kilowatt-hour
1827,2023-05,Oklahoma,transportation,0.0,cents per kilowatt-hour
1830,2023-05,Oregon,industrial,7.01,cents per kilowatt-hour
1832,2023-05,Oregon,residential,13.01,cents per kilowatt-hour
1833,2023-05,Oregon,transportation,11.54,cents per kilowatt-hour
1835,2023-07,New York,residential,22.29,cents per kilowatt-hour
1836,2023-07,New York,transportation,15.83,cents per kilowatt-hour
1839,2023-07,North Carolina,industrial,7.52,cents per kilowatt-hour
1841,2023-07,North Carolina,residential,12.39,cents per kilowatt-hour
1842,2023-07,North Carolina,transportation,9.28,cents per kilowatt-hour
1845,2023-07,North Dakota,industrial,7.35,cents per kilowatt-hour
1847,2023-07,North Dakota,residential,12.63,cents per kilowatt-hour
1848,2023-07,North Dakota,transportation,0.0,cents per kilowatt-hour
1851,2023-07,Ohio,industrial,7.2,cents per kilowatt-hour
1853,2023-07,Ohio,residential,15.73,cents per kilowatt-hour
1854,2023-07,Ohio,transportation,6.02,cents per kilowatt-hour
1857,2023-07,Oklahoma,industrial,6.82,cents per kilowatt-hour
1859,2023-07,Oklahoma,residential,12.27,cents per kilowatt-hour
1860,2023-07,Oklahoma,transportation,0.0,cents per kilowatt-hour
1863,2023-07,Oregon,industrial,7.56,cents per kilowatt-hour
1865,2023-07,Oregon,residential,13.17,cents per kilowatt-hour
1866,2023-07,Oregon,transportation,11.31,cents per kilowatt-hour
1869,2023-07,Pennsylvania,industrial,7.67,cents per kilowatt-hour
1873,2023-01,Wyoming,industrial,6.58,cents per kilowatt-hour
1875,2023-01,Wyoming,residential,10.24,cents per kilowatt-hour
1876,2023-01,Wyoming,transportation,0.0,cents per kilowatt-hour
1879,2023-01,New England,industrial,16.6,cents per kilowatt-hour
1881,2023-01,New England,residential,29.95,cents per kilowatt-hour
1882,2023-01,New England,transportation,14.42,cents per kilowatt-hour
1885,2023-01,Middle Atlantic,industrial,8.59,cents per kilowatt-hour
1887,2023-01,Middle Atlantic,residential,19.88,cents per kilowatt-hour
1888,2023-01,Middle Atlantic,transportation,14.23,cents per kilowatt-hour
1891,2023-01,East North Central,industrial,8.27,cents per kilowatt-hour
1893,2023-01,East North Central,residential,15.8,cents per kilowatt-hour
1894,2023-01,East North Central,transportation,7.49,cents per kilowatt-hour
1897,2023-01,West North Central,industrial,7.46,cents per kilowatt-hour
1899,2023-01,West North Central,residential,11.34,cents per kilowatt-hour
1900,2023-01,West North Central,transportation,8.9,cents per kilowatt-hour
1903,2023-01,South Atlantic,industrial,7.91,cents per kilowatt-hour
1905,2023-01,South Atlantic,residential,13.9,cents per kilowatt-hour
1907,2023-02,Oklahoma,industrial,6.23,cents per kilowatt-hour
1909,2023-02,Oklahoma,residential,11.34,cents per kilowatt-hour
1910,2023-02,Oklahoma,transportation,0.0,cents per kilowatt-hour
1913,2023-02,Oregon,industrial,7.91,cents per kilowatt-hour
1915,2023-02,Oregon,residential,12.25,cents per kilowatt-hour
1916,2023-02,Oregon,transportation,11.1,cents per kilowatt-hour
1919,2023-02,Pennsylvania,industrial,8.06,cents per kilowatt-hour
1921,2023-02,Pennsylvania,residential,18.33,cents per kilowatt-hour
1922,2023-02,Pennsylvania,transportation,11.46,cents per kilowatt-hour
1925,2023-02,Rhode Island,industrial,19.8,cents per kilowatt-hour
1927,2023-02,Rhode Island,residential,29.08,cents per kilowatt-hour
1929,2023-03,Alaska,residential,23.45,cents per kilowatt-hour
1930,2023-03,Alaska,transportation,0.0,cents per kilowatt-hour
1933,2023-03,Arizona,industrial,7.2,cents per kilowatt-hour
1935,2023-03,Arizona,residential,13.62,cents per kilowatt-hour
1936,2023-03,Arizona,transportation,8.96,cents per kilowatt-hour
1939,2023-03,Arkansas,industrial,6.65,cents per kilowatt-hour
1941,2023-03,Arkansas,residential,12.21,cents per kilowatt-hour
1942,2023-03,Arkansas,transportation,11.18,cents per kilowatt-hour
1945,2023-03,California,industrial,16.94,cents per kilowatt-hour
1947,2023-03,California,residential,30.39,cents per kilowatt-hour
1948,2023-03,California,transportation,11.79,cents per kilowatt-hour
1951,2023-03,Colorado,industrial,8.45,cents per kilowatt-hour
1953,2023-03,Colorado,residential,13.8,cents per kilowatt-hour
1954,2023-03,Colorado,transportation,12.37,cents per kilowatt-hour
1957,2023-03,Connecticut,industrial,15.78,cents per kilowatt-hour
1959,2023-03,Connecticut,residential,33.06,cents per kilowatt-hour
1960,2023-03,Connecticut,transportation,27.22,cents per kilowatt-hour
1963,2023-03,Delaware,industrial,8.02,cents per kilowatt-hour
1965,2023-03,Delaware,residential,15.33,cents per kilowatt-hour
1966,2023-03,Delaware,transportation,0.0,cents per kilowatt-hour
1969,2023-07,Pennsylvania,residential,17.94,cents per kilowatt-hour
1970,2023-07,Pennsylvania,transportation,10.04,cents per kilowatt-hour
1973,2023-07,Rhode Island,industrial,18.88,cents per kilowatt-hour
1975,2023-07,Rhode Island,residential,24.31,cents per kilowatt-hour
1976,2023-07,Rhode Island,transportation,16.73,cents per kilowatt-hour
1979,2023-07,South Carolina,industrial,7.1,cents per kilowatt-hour
1981,2023-07,South Carolina,residential,13.21,cents per kilowatt-hour
1982,2023-07,South Carolina,transportation,0.0,cents per kilowatt-hour
1985,2023-07,South Dakota,industrial,8.23,cents per kilowatt-hour
1987,2023-07,South Dakota,residential,13.3,cents per kilowatt-hour
1988,2023-07,South Dakota,transportation,0.0,cents per kilowatt-hour
1991,2023-07,Tennessee,industrial,6.39,cents per kilowatt-hour
1993,2023-07,Tennessee,residential,12.22,cents per kilowatt-hour
1994,2023-07,Tennessee,transportation,0.0,cents per kilowatt-hour
1997,2023-07,Texas,industrial,6.53,cents per kilowatt-hour
1999,2023-07,Texas,residential,13.95,cents per kilowatt-hour
2000,2023-07,Texas,transportation,7.22,cents per kilowatt-hour
2003,2023-07,Utah,industrial,7.6,cents per kilowatt-hour
2005,2023-07,Utah,residential,11.71,cents per kilowatt-hour
2006,2023-07,Utah,transportation,12.31,cents per kilowatt-hour
2008,2023-05,Tennessee,residential,12.27,cents per kilowatt-hour
2009,2023-05,Tennessee,transportation,0.0,cents per kilowatt-hour
2012,2023-05,Texas,industrial,5.81,cents per kilowatt-hour
2014,2023-05,Texas,residential,14.65,cents per kilowatt-hour
2015,2023-05,Texas,transportation,6.84,cents per kilowatt-hour
2018,2023-05,Utah,industrial,6.26,cents per kilowatt-hour
2020,2023-05,Utah,residential,10.84,cents per kilowatt-hour
2021,2023-05,Utah,transportation,12.3,cents per kilowatt-hour
2024,2023-05,Vermont,industrial,10.59,cents per kilowatt-hour
2026,2023-05,Vermont,residential,21.03,cents per kilowatt-hour
2027,2023-05,Vermont,transportation,0.0,cents per kilowatt-hour
2030,2023-05,Virginia,industrial,9.04,cents per kilowatt-hour
2032,2023-05,Virginia,residential,15.19,cents per kilowatt-hour
2033,2023-05,Virginia,transportation,10.76,cents per kilowatt-hour
2034,2023-02,Kentucky,residential,12.64,cents per kilowatt-hour
2035,2023-02,Kentucky,transportation,0.0,cents per kilowatt-hour
2038,2023-02,Louisiana,industrial,7.24,cents per kilowatt-hour
2040,2023-02,Louisiana,residential,12.88,cents per kilowatt-hour
2041,2023-02,Louisiana,transportation,13.22,cents per kilowatt-hour
2044,2023-02,Maine,industrial,11.94,cents per kilowatt-hour
2046,2023-02,Maine,residential,26.32,cents per kilowatt-hour
2047,2023-02,Maine,transportation,0.0,cents per kilowatt-hour
2050,2023-02,Maryland,industrial,10.29,cents per kilowatt-hour
2052,2023-02,Maryland,residential,16.22,cents per kilowatt-hour
2053,2023-02,Maryland,transportation,11.23,cents per kilowatt-hour
2056,2023-02,Massachusetts,industrial,19.1,cents per kilowatt-hour
2058,2023-02,Massachusetts,residential,32.56,cents per kilowatt-hour
2059,2023-02,Massachusetts,transportation,8.65,cents per kilowatt-hour
2063,2023-12,Oklahoma,industrial,5.79,cents per kilowatt-hour
2065,2023-12,Oklahoma,residential,10.79,cents per kilowatt-hour
2066,2023-12,Oklahoma,transportation,0.0,cents per kilowatt-hour
2069,2023-12,Oregon,industrial,7.3,cents per kilowatt-hour
2071,2023-12,Oregon,residential,12.61,cents per kilowatt-hour
2072,2023-12,Oregon,transportation,11.73,cents per kilowatt-hour
2075,2023-12,Pennsylvania,industrial,7.67,cents per kilowatt-hour
2077,2023-12,Pennsylvania,residential,17.52,cents per kilowatt-hour
2078,2023-12,Pennsylvania,transportation,10.71,cents per kilowatt-hour
2081,2023-12,Rhode Island,industrial,19.83,cents per kilowatt-hour
2083,2023-12,Rhode Island,residential,30.86,cents per kilowatt-hour
2084,2023-12,Rhode Island,transportation,20.94,cents per kilowatt-hour
2087,2023-12,South Carolina,industrial,6.63,cents per kilowatt-hour
2090,2023-05,Minnesota,industrial,8.9,cents per kilowatt-hour
2092,2023-05,Minnesota,residential,15.32,cents per kilowatt-hour
2093,2023-05,Minnesota,transportation,12.66,cents per kilowatt-hour
2096,2023-05,Mississippi,industrial,6.78,cents per kilowatt-hour
2098,2023-05,Mississippi,residential,13.89,cents per kilowatt-hour
2099,2023-05,Mississippi,transportation,0.0,cents per kilowatt-hour
2102,2023-05,Missouri,industrial,7.52,cents per kilowatt-hour
2104,2023-05,Missouri,residential,12.27,cents per kilowatt-hour
2105,2023-05,Missouri,transportation,8.43,cents per kilowatt-hour
2108,2023-05,Montana,industrial,5.14,cents per kilowatt-hour
2110,2023-05,Montana,residential,12.79,cents per kilowatt-hour
2111,2023-05,Montana,transportation,0.0,cents per kilowatt-hour
2114,2023-05,Nebraska,industrial,7.44,cents per kilowatt-hour
2116,2023-05,Nebraska,residential,11.77,cents per kilowatt-hour
2117,2023-05,Nebraska,transportation,0.0,cents per kilowatt-hour
2118,2023-01,Illinois,industrial,8.48,cents per kilowatt-hour
2120,2023-01,Illinois,residential,15.99,cents per kilowatt-hour
2121,2023-01,Illinois,transportation,7.44,cents per kilowatt-hour
2124,2023-01,Indiana,industrial,9.27,cents per kilowatt-hour
2126,2023-01,Indiana,residential,15.43,cents per kilowatt-hour
2127,2023-01,Indiana,transportation,13.29,cents per kilowatt-hour
2130,2023-01,Iowa,industrial,6.18,cents per kilowatt-hour
2132,2023-01,Iowa,residential,11.38,cents per kilowatt-hour
2133,2023-01,Iowa,transportation,0.0,cents per kilowatt-hour
2136,2023-01,Kansas,industrial,8.58,cents per kilowatt-hour
2138,2023-01,Kansas,residential,12.73,cents per kilowatt-hour
2139,2023-01,Kansas,transportation,0.0,cents per kilowatt-hour
2141,2023-02,Illinois,industrial,8.08,cents per kilowatt-hour
2143,2023-02,Illinois,residential,17.03,cents per kilowatt-hour
2144,2023-02,Illinois,transportation,7.15,cents per kilowatt-hour
2147,2023-02,Indiana,industrial,9.56,cents per kilowatt-hour
2149,2023-02,Indiana,residential,16.12,cents per kilowatt-hour
2150,2023-02,Indiana,transportation,0.0,cents per kilowatt-hour
2153,2023-02,Iowa,industrial,5.93,cents per kilowatt-hour
2155,2023-02,Iowa,residential,11.69,cents per kilowatt-hour
2156,2023-02,Iowa,transportation,0.0,cents per kilowatt-hour
2159,2023-02,Kansas,industrial,8.27,cents per kilowatt-hour
2161,2023-02,Kansas,residential,14.45,cents per kilowatt-hour
2162,2023-02,Kansas,transportation,0.0,cents per kilowatt-hour
2163,2023-04,Vermont,transportation,0.0,cents per kilowatt-hour
2166,2023-04,Virginia,industrial,8.54,cents per kilowatt-hour
2169,2023-05,Washington,industrial,5.91,cents per kilowatt-hour
2171,2023-05,Washington,residential,11.16,cents per kilowatt-hour
2172,2023-05,Washington,transportation,10.24,cents per kilowatt-hour
2175,2023-05,West Virginia,industrial,7.31,cents per kilowatt-hour
2177,2023-05,West Virginia,residential,14.6,cents per kilowatt-hour
2178,2023-05,West Virginia,transportation,0.0,cents per kilowatt-hour
2181,2023-05,Wisconsin,industrial,8.39,cents per kilowatt-hour
2183,2023-05,Wisconsin,residential,17.43,cents per kilowatt-hour
2184,2023-05,Wisconsin,transportation,16.34,cents per kilowatt-hour
2187,2023-05,Wyoming,industrial,6.41,cents per kilowatt-hour
2189,2023-05,Wyoming,residential,11.9,cents per kilowatt-hour
2190,2023-05,Wyoming,transportation,0.0,cents per kilowatt-hour
2193,2023-05,New England,industrial,15.25,cents per kilowatt-hour
2195,2023-05,New England,residential,29.47,cents per kilowatt-hour
2196,2023-05,New England,transportation,11.16,cents per kilowatt-hour
2199,2023-05,Middle Atlantic,industrial,7.77,cents per kilowatt-hour
2201,2023-05,Middle Atlantic,residential,18.96,cents per kilowatt-hour
2202,2023-05,Middle Atlantic,transportation,14.3,cents per kilowatt-hour
2205,2023-05,East North Central,industrial,7.82,cents per kilowatt-hour
2207,2023-05,East North Central,residential,16.86,cents per kilowatt-hour
2208,2023-05,East North Central,transportation,7.27,cents per kilowatt-hour
2211,2023-05,West North Central,industrial,7.45,cents per kilowatt-hour
2213,2023-05,West North Central,residential,13.4,cents per kilowatt-hour
2214,2023-05,West North Central,transportation,10.3,cents per kilowatt-hour
2217,2023-05,South Atlantic,industrial,7.2,cents per kilowatt-hour
2219,2023-05,South Atlantic,residential,14.59,cents per kilowatt-hour
2220,2023-05,South Atlantic,transportation,10.27,cents per kilowatt-hour
2224,2023-06,Tennessee,residential,12.34,cents per kilowatt-hour
2225,2023-06,Tennessee,transportation,0.0,cents per kilowatt-hour
2228,2023-06,Texas,industrial,6.54,cents per kilowatt-hour
2230,2023-06,Texas,residential,14.35,cents per kilowatt-hour
2231,2023-06,Texas,transportation,6.99,cents per kilowatt-hour
2234,2023-06,Utah,industrial,6.73,cents per kilowatt-hour
2236,2023-06,Utah,residential,11.44,cents per kilowatt-hour
2237,2023-06,Utah,transportation,12.37,cents per kilowatt-hour
2240,2023-06,Vermont,industrial,11.27,cents per kilowatt-hour
2242,2023-06,Vermont,residential,21.0,cents per kilowatt-hour
2243,2023-06,Vermont,transportation,0.0,cents per kilowatt-hour
2244,2023-01,Delaware,industrial,9.12,cents per kilowatt-hour
2246,2023-01,Delaware,residential,14.25,cents per kilowatt-hour
2247,2023-01,Delaware,transportation,0.0,cents per kilowatt-hour
2250,2023-01,District of Columbia,industrial,10.76,cents per kilowatt-hour
2252,2023-01,District of Columbia,residential,14.96,cents per kilowatt-hour
2253,2023-01,District of Columbia,transportation,10.26,cents per kilowatt-hour
2256,2023-01,Florida,industrial,10.19,cents per kilowatt-hour
2258,2023-01,Florida,residential,14.89,cents per kilowatt-hour
2259,2023-01,Florida,transportation,11.14,cents per kilowatt-hour
2262,2023-01,Georgia,industrial,7.09,cents per kilowatt-hour
2264,2023-01,Georgia,residential,12.81,cents per kilowatt-hour
2265,2023-01,Georgia,transportation,9.28,cents per kilowatt-hour
2268,2023-01,Hawaii,industrial,40.18,cents per kilowatt-hour
2270,2023-01,Hawaii,residential,44.96,cents per kilowatt-hour
2271,2023-01,Hawaii,transportation,0.0,cents per kilowatt-hour
2274,2023-01,Idaho,industrial,6.02,cents per kilowatt-hour
2276,2023-01,Idaho,residential,10.51,cents per kilowatt-hour
2277,2023-01,Idaho,transportation,0.0,cents per kilowatt-hour
2282,2023-05,Nevada,industrial,9.14,cents per kilowatt-hour
2284,2023-05,Nevada,residential,17.43,cents per kilowatt-hour
2285,2023-05,Nevada,transportation,13.02,cents per kilowatt-hour
2288,2023-05,New Hampshire,industrial,15.22,cents per kilowatt-hour
2290,2023-05,New Hampshire,residential,30.6,cents per kilowatt-hour
2291,2023-05,New Hampshire,transportation,0.0,cents per kilowatt-hour
2294,2023-05,New Jersey,industrial,11.2,cents per kilowatt-hour
2296,2023-05,New Jersey,residential,17.13,cents per kilowatt-hour
2297,2023-05,New Jersey,transportation,11.94,cents per kilowatt-hour
2300,2023-05,New Mexico,industrial,5.69,cents per kilowatt-hour
2302,2023-05,New Mexico,residential,12.96,cents per kilowatt-hour
2303,2023-05,New Mexico,transportation,0.0,cents per kilowatt-hour
2308,2023-12,Vermont,industrial,12.04,cents per kilowatt-hour
2310,2023-12,Vermont,residential,21.09,cents per kilowatt-hour
2311,2023-12,Vermont,transportation,0.0,cents per kilowatt-hour
2314,2023-12,Virginia,industrial,8.49,cents per kilowatt-hour
2316,2023-12,Virginia,residential,13.54,cents per kilowatt-hour
2317,2023-12,Virginia,transportation,9.97,cents per kilowatt-hour
2320,2023-12,Washington,industrial,6.1,cents per kilowatt-hour
2322,2023-12,Washington,residential,10.98,cents per kilowatt-hour
2323,2023-12,Washington,transportation,10.08,cents per kilowatt-hour
2324,2023-07,East North Central,residential,16.1,cents per kilowatt-hour
2325,2023-07,East North Central,transportation,6.91,cents per kilowatt-hour
2328,2023-07,West North Central,industrial,8.51,cents per kilowatt-hour
2330,2023-07,West North Central,residential,14.3,cents per kilowatt-hour
2331,2023-07,West North Central,transportation,13.12,cents per kilowatt-hour
2334,2023-07,South Atlantic,industrial,8.08,cents per kilowatt-hour
2336,2023-07,South Atlantic,residential,14.23,cents per kilowatt-hour
2337,2023-07,South Atlantic,transportation,10.22,cents per kilowatt-hour
2341,2023-04,Virginia,residential,14.58,cents per kilowatt-hour
2342,2023-04,Virginia,transportation,14.4,cents per kilowatt-hour
2345,2023-04,Washington,industrial,6.6,cents per kilowatt-hour
2347,2023-04,Washington,residential,10.95,cents per kilowatt-hour
2348,2023-04,Washington,transportation,10.19,cents per kilowatt-hour
2351,2023-04,West Virginia,industrial,7.24,cents per kilowatt-hour
2353,2023-04,West Virginia,residential,14.38,cents per kilowatt-hour
2354,2023-04,West Virginia,transportation,0.0,cents per kilowatt-hour
2357,2023-04,Wisconsin,industrial,8.42,cents per kilowatt-hour
2359,2023-04,Wisconsin,residential,16.98,cents per kilowatt-hour
2360,2023-04,Wisconsin,transportation,16.93,cents per kilowatt-hour
2363,2023-04,Wyoming,industrial,7.07,cents per kilowatt-hour
2365,2023-04,Wyoming,residential,11.19,cents per kilowatt-hour
2366,2023-04,Wyoming,transportation,0.0,cents per kilowatt-hour
2369,2023-04,New England,industrial,15.19,cents per kilowatt-hour
2371,2023-04,New England,residential,31.22,cents per kilowatt-hour
2372,2023-04,New England,transportation,11.64,cents per kilowatt-hour
2375,2023-04,Middle Atlantic,industrial,7.81,cents per kilowatt-hour
2377,2023-04,Middle Atlantic,residential,18.74,cents per kilowatt-hour
2378,2023-04,Middle Atlantic,transportation,13.59,cents per kilowatt-hour
2381,2023-04,East North Central,industrial,7.82,cents per kilowatt-hour
2383,2023-04,East North Central,residential,16.57,cents per kilowatt-hour
2384,2023-04,East North Central,transportation,6.37,cents per kilowatt-hour
2387,2023-04,West North Central,industrial,7.42,cents per kilowatt-hour
2389,2023-04,West North Central,residential,12.65,cents per kilowatt-hour
2390,2023-04,West North Central,transportation,9.55,cents per kilowatt-hour
2393,2023-04,South Atlantic,industrial,7.23,cents per kilowatt-hour
2395,2023-04,South Atlantic,residential,14.64,cents per kilowatt-hour
2396,2023-09,Florida,residential,15.48,cents per kilowatt-hour
2397,2023-05,East South Central,industrial,6.62,cents per kilowatt-hour
2399,2023-05,East South Central,residential,13.26,cents per kilowatt-hour
2400,2023-05,East South Central,transportation,0.0,cents per kilowatt-hour
2403,2023-05,West South Central,industrial,5.83,cents per kilowatt-hour
2405,2023-05,West South Central,residential,13.81,cents per kilowatt-hour
2406,2023-05,West South Central,transportation,7.11,cents per kilowatt-hour
2409,2023-05,Mountain,industrial,7.26,cents per kilowatt-hour
2411,2023-05,Mountain,residential,13.89,cents per kilowatt-hour
2412,2023-05,Mountain,transportation,11.61,cents per kilowatt-hour
2415,2023-05,Pacific Contiguous,industrial,12.64,cents per kilowatt-hour
2417,2023-05,Pacific Contiguous,residential,22.11,cents per kilowatt-hour
2418,2023-05,Pacific Contiguous,transportation,12.86,cents per kilowatt-hour
2421,2023-09,Alaska,industrial,16.61,cents per kilowatt-hour
2423,2023-09,Alaska,residential,24.57,cents per kilowatt-hour
2424,2023-09,Alaska,transportation,0.0,cents per kilowatt-hour
2427,2023-09,Arizona,industrial,8.2,cents per kilowatt-hour
2429,2023-09,Arizona,residential,14.38,cents per kilowatt-hour
2430,2023-09,Arizona,transportation,10.41,cents per kilowatt-hour
2433,2023-09,Arkansas,industrial,7.19,cents per kilowatt-hour
2435,2023-09,Arkansas,residential,12.69,cents per kilowatt-hour
2436,2023-09,Arkansas,transportation,15.52,cents per kilowatt-hour
2439,2023-09,California,industrial,20.41,cents per kilowatt-hour
2441,2023-09,California,residential,30.01,cents per kilowatt-hour
2442,2023-09,California,transportation,15.19,cents per kilowatt-hour
2445,2023-09,Colorado,industrial,8.95,cents per kilowatt-hour
2447,2023-09,Colorado,residential,15.03,cents per kilowatt-hour
2448,2023-09,Colorado,transportation,15.43,cents per kilowatt-hour
2451,2023-09,Connecticut,industrial,16.08,cents per kilowatt-hour
2453,2023-09,Connecticut,residential,29.31,cents per kilowatt-hour
2454,2023-09,Connecticut,transportation,20.36,cents per kilowatt-hour
2457,2023-08,Arizona,industrial,9.45,cents per kilowatt-hour
2459,2023-08,Arizona,residential,13.83,cents per kilowatt-hour
2460,2023-08,Arizona,transportation,10.38,cents per kilowatt-hour
2463,2023-08,Arkansas,industrial,7.55,cents per kilowatt-hour
2465,2023-08,Arkansas,residential,12.47,cents per kilowatt-hour
2466,2023-08,Arkansas,transportation,15.52,cents per kilowatt-hour
2470,2023-10,Oklahoma,industrial,6.05,cents per kilowatt-hour
2473,2023-03,Nebraska,industrial,7.04,cents per kilowatt-hour
2475,2023-03,Nebraska,residential,10.48,cents per kilowatt-hour
2476,2023-03,Nebraska,transportation,0.0,cents per kilowatt-hour
2479,2023-03,Nevada,industrial,9.36,cents per kilowatt-hour
2481,2023-03,Nevada,residential,17.11,cents per kilowatt-hour
2482,2023-03,Nevada,transportation,12.96,cents per kilowatt-hour
2485,2023-03,New Hampshire,industrial,16.43,cents per kilowatt-hour
2487,2023-03,New Hampshire,residential,30.25,cents per kilowatt-hour
2488,2023-03,New Hampshire,transportation,0.0,cents per kilowatt-hour
2491,2023-03,New Jersey,industrial,10.89,cents per kilowatt-hour
2493,2023-03,New Jersey,residential,17.12,cents per kilowatt-hour
2494,2023-03,New Jersey,transportation,11.38,cents per kilowatt-hour
2497,2023-03,New Mexico,industrial,5.91,cents per kilowatt-hour
2499,2023-03,New Mexico,residential,13.05,cents per kilowatt-hour
2500,2023-03,New Mexico,transportation,0.0,cents per kilowatt-hour
2503,2023-03,New York,industrial,6.89,cents per kilowatt-hour
2505,2023-03,New York,residential,21.21,cents per kilowatt-hour
2506,2023-03,New York,transportation,14.73,cents per kilowatt-hour
2509,2023-03,North Carolina,industrial,6.72,cents per kilowatt-hour
2511,2023-03,North Carolina,residential,12.67,cents per kilowatt-hour
2512,2023-03,North Carolina,transportation,7.96,cents per kilowatt-hour
2514,2023-07,East South Central,industrial,6.89,cents per kilowatt-hour
2516,2023-07,East South Central,residential,13.03,cents per kilowatt-hour
2517,2023-07,East South Central,transportation,0.0,cents per kilowatt-hour
2520,2023-07,West South Central,industrial,6.45,cents per kilowatt-hour
2522,2023-07,West South Central,residential,13.34,cents per kilowatt-hour
2523,2023-07,West South Central,transportation,7.48,cents per kilowatt-hour
2526,2023-07,Mountain,industrial,8.53,cents per kilowatt-hour
2528,2023-07,Mountain,residential,14.03,cents per kilowatt-hour
2529,2023-07,Mountain,transportation,13.26,cents per kilowatt-hour
2532,2023-07,Pacific Contiguous,industrial,14.71,cents per kilowatt-hour
2534,2023-07,Pacific Contiguous,residential,23.37,cents per kilowatt-hour
2535,2023-07,Pacific Contiguous,transportation,12.82,cents per kilowatt-hour
2538,2023-07,Pacific Noncontiguous,industrial,27.07,cents per kilowatt-hour
2540,2023-07,Pacific Noncontiguous,residential,34.13,cents per kilowatt-hour
2541,2023-07,Pacific Noncontiguous,transportation,0.0,cents per kilowatt-hour
2544,2023-07,U.S. Total,industrial,8.36,cents per kilowatt-hour
